# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 24 12:47:55 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassprov like '%mass%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 136352 d,HD 136352,1,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,107.24500000,0.05000000,-0.05000000,0,0.425000,0.012000,-0.012000,0,2.562,0.088,-0.079,0,0.229,0.008,-0.007,0,8.82000,0.93000,-0.92000,0,0.02775,0.00293,-0.00289,0,Mass,0.000000,,,0,5.74,0.38,-0.35,0,431,7,-7,0,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664.00,61.00,-61.00,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,-0.240,0.050,-0.050,0,[M/H],4.39,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.6820000,0.0199000,-0.0198000,5.6500000,0.0300000,-0.0300000,4.1590000,0.0360000,-0.0360000,5.4849500,0.0015675,-0.0015675,2021-08-09,2021-06,2021-08-09
HD 137496 b,HD 137496,1,1,2,Transit,2021,K2,Published Confirmed,0,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,1.62116000,0.00007910,-0.00008060,0,0.027320,0.000190,-0.000190,0,1.310,0.060,-0.050,0,0.117,0.005,-0.004,0,4.04000,0.55000,-0.55000,0,0.01271,0.00173,-0.00173,0,Mass,0.000000,,,0,,,,,2130,30,-29,0,0,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,G,5799.00,61.00,-61.00,0,1.59,0.03,-0.03,0,1.04,0.02,-0.02,0,-0.030,0.040,-0.040,0,[Fe/H],4.05,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h26m58.09s,231.7420543,-16d30m32.41s,-16.5090014,155.3170000,1.7390000,-1.7020000,9.8990000,0.0060000,-0.0060000,8.2440000,0.0360000,-0.0360000,9.7716800,0.0006010,-0.0006010,2021-11-18,2022-01,2021-11-18
HD 139357 b,HD 139357,1,1,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1124.79139251,11.83793999,-9.83724761,0,2.948979,0.094149,-0.097858,0,,,,,,,,,6315.52561,1403.64565,-1093.05378,0,19.87087,4.41636,-3.43913,0,Mass,0.098928,0.022898,-0.023459,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,2.69,0.26,-0.26,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h35m16.17s,233.8173564,+53d55m19.74s,53.9221505,112.0900000,0.6980000,-0.6980000,5.9727200,0.0230000,-0.0230000,3.4060000,0.3240000,-0.3240000,5.6303000,0.0016537,-0.0016537,2022-09-19,2022-09,2022-09-19
HD 1397 b,HD 1397,0,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...45B/abstract target=ref>Brahm et al. 2019</a>,11.53660000,0.00030000,-0.00030000,0,0.100300,0.004200,-0.004500,0,11.467,0.146,-0.146,0,1.023,0.013,-0.013,0,116.64361,6.99226,-7.31009,0,0.36700,0.02200,-0.02300,0,Mass,0.216000,0.027000,-0.026000,0,,,,,1519,35,-35,0,0,<a refstr=BRAHM_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...45B/abstract target=ref>Brahm et al. 2019</a>,,5474.00,80.00,-80.00,0,2.34,0.02,-0.02,0,1.26,0.03,-0.03,0,0.040,0.050,-0.050,0,[Fe/H],3.79,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,79.5702000,0.1738000,-0.1731000,7.7900000,0.0300000,-0.0300000,5.9880000,0.0180000,-0.0180000,7.5933600,0.0002780,-0.0002780,2019-08-09,2019-07,2019-08-15
HD 1397 b,HD 1397,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,11.53533000,0.00079000,-0.00080000,0,0.109700,0.001100,-0.001300,0,11.500,0.280,-0.303,0,1.026,0.025,-0.027,0,131.89945,6.35660,-6.35660,0,0.41500,0.02000,-0.02000,0,Mass,0.251000,0.020000,-0.019000,0,356.00,12.00,-12.00,0,1228,10,-10,0,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,,5521.00,60.00,-60.00,0,2.34,0.05,-0.06,0,1.32,0.04,-0.05,0,0.290,0.090,-0.090,0,[Fe/H],3.82,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,79.5702000,0.1738000,-0.1731000,7.7900000,0.0300000,-0.0300000,5.9880000,0.0180000,-0.0180000,7.5933600,0.0002780,-0.0002780,2019-07-19,2019-03,2019-07-25
HD 14067 b,HD 14067,1,1,1,Radial Velocity,2014,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,2721.23479240,611.31432904,-229.98136083,0,5.250541,0.752670,-0.368875,0,,,,,,,,,5001.77608,2234.79110,-1697.36317,0,15.73735,7.03144,-5.34050,0,Mass,0.681467,0.053179,-0.052582,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,2.58,0.25,-0.25,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h17m10.40s,34.2933480,+23d46m03.56s,23.7676546,142.0240000,0.8450000,-0.8350000,6.5332900,0.0230000,-0.0230000,4.0970000,0.0360000,-0.0360000,6.2375100,0.0004951,-0.0004951,2022-09-19,2022-09,2022-09-19
HD 140901 c,HD 140901,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,7417.50547213,131.02919774,-571.38446588,0,7.343138,0.401040,-0.506649,0,,,,,,,,,1685.33019,738.57826,-1290.89578,0,5.30264,2.32383,-4.06161,0,Mass,0.607482,0.032272,-0.043071,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.99,0.12,-0.12,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h47m28.56s,236.8689866,-37d55m02.04s,-37.9172333,15.2528000,0.0112000,-0.0112000,6.0100000,0.0300000,-0.0300000,4.3230000,0.0160000,-0.0160000,5.8313500,0.0008507,-0.0008507,2022-09-19,2022-09,2022-09-19
HD 142 c,HD 142,1,2,3,Radial Velocity,2012,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,10159.64279484,380.84010124,-321.75084234,0,9.815941,0.509072,-0.526580,0,,,,,,,,,3521.33769,348.33401,-350.60553,0,11.07937,1.09598,-1.10313,0,Mass,0.276797,0.026498,-0.027358,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,1.21,0.17,-0.17,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h06m20.08s,1.5836771,-49d04m31.30s,-49.0753625,26.1853000,0.0449000,-0.0446000,5.7000000,0.0300000,-0.0300000,4.4740000,0.0240000,-0.0240000,5.5844200,0.0011348,-0.0011348,2022-09-19,2022-09,2022-09-19
HD 145675 c,14 Her,1,1,2,Radial Velocity,2021,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,15732.45889178,2654.17496551,-1896.09685291,0,11.938641,1.290637,-1.171406,0,,,,,,,,,1582.94652,294.22384,-323.76585,0,4.98051,0.92573,-1.01868,0,Mass,0.392756,0.044768,-0.048099,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.91,0.11,-0.11,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323000,0.0073000,-0.0073000,6.6193500,0.0230000,-0.0230000,4.7140000,0.0160000,-0.0160000,6.3830000,0.0003512,-0.0003512,2022-09-19,2022-09,2022-09-19
HD 145934 b,HD 145934,1,1,1,Radial Velocity,2015,W. M. Keck Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,2751.53433458,48.76202748,-49.34891125,0,4.888326,0.109668,-0.111499,0,,,,,,,,,762.59821,415.20563,-119.49901,0,2.39940,1.30638,-0.37599,0,Mass,0.077973,0.009482,-0.026652,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,2.06,0.12,-0.12,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h13m09.89s,243.2912249,+13d14m22.03s,13.2394527,227.8810000,2.3975000,-2.3975000,8.4950000,0.0030000,-0.0030000,6.1450000,0.0150000,-0.0150000,8.2406500,0.0003580,-0.0003580,2022-09-19,2022-09,2022-09-19
HD 149026 b,HD 149026,0,1,1,Radial Velocity,2005,Subaru Telescope,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.87589160,0.00000140,-0.00000140,0,0.043640,0.000220,-0.000220,0,9.090,0.325,-0.303,0,0.811,0.029,-0.027,0,102.34126,4.44962,-3.81396,0,0.32200,0.01400,-0.01200,0,Mass,0.013000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6160.00,50.00,-50.00,0,1.53,0.05,-0.05,0,1.34,0.02,-0.02,0,0.360,0.080,-0.080,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643000,0.1740000,-0.1733000,8.1500000,0.0300000,-0.0300000,6.8190000,0.0170000,-0.0170000,8.0141600,0.0003820,-0.0003820,2019-03-18,2017-06,2019-03-21
HD 149026 b,HD 149026,0,1,1,Radial Velocity,2005,Subaru Telescope,Published Confirmed,0,<a refstr=CARTER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...696..241C/abstract target=ref> Carter et al. 2009 </a>,2.87589110,0.00000250,-0.00000250,0,,,,,9.113,0.303,-0.280,0,0.813,0.027,-0.025,0,116.95700,4.13200,-4.44900,0,0.36800,0.01300,-0.01400,0,Mass,,,,,,,,,,,,,0,<a refstr=CARTER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...696..241C/abstract target=ref> Carter et al. 2009 </a>,,6160.00,50.00,-50.00,0,1.54,0.05,-0.04,0,1.34,0.02,-0.02,0,0.360,0.080,-0.080,0,[Fe/H],4.19,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643000,0.1740000,-0.1733000,8.1500000,0.0300000,-0.0300000,6.8190000,0.0170000,-0.0170000,8.0141600,0.0003820,-0.0003820,2018-04-25,2009-05,2014-10-15
HD 149026 b,HD 149026,0,1,1,Radial Velocity,2005,Subaru Telescope,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,2.87589110,0.00000250,-0.00000250,0,0.042880,0.000500,-0.000330,0,6.837,1.110,-0.807,0,0.610,0.099,-0.072,0,113.14748,4.13179,-3.49613,0,0.35600,0.01300,-0.01100,0,Mass,,,,,,,,,1626,69,-37,0,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,6147.00,50.00,-50.00,0,1.29,0.12,-0.06,0,1.27,0.04,-0.03,0,0.360,0.050,-0.050,0,[Fe/H],4.32,0.04,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643000,0.1740000,-0.1733000,8.1500000,0.0300000,-0.0300000,6.8190000,0.0170000,-0.0170000,8.0141600,0.0003820,-0.0003820,2018-04-25,2010-11,2016-01-14
HD 149026 b,HD 149026,0,1,1,Radial Velocity,2005,Subaru Telescope,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.87598000,,,0,0.043130,0.000650,-0.000560,0,7.331,0.673,-0.504,0,0.654,0.060,-0.045,0,114.10097,6.99226,-6.67443,0,0.35900,0.02200,-0.02100,0,Mass,,,,,,,,,1634,90,-23,0,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,6160.00,50.00,-50.00,0,1.37,0.12,-0.08,0,1.29,0.06,-0.05,0,0.360,0.080,-0.080,0,[Fe/H],4.28,0.04,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643000,0.1740000,-0.1733000,8.1500000,0.0300000,-0.0300000,6.8190000,0.0170000,-0.0170000,8.0141600,0.0003820,-0.0003820,2018-04-25,2008-04,2016-02-25
HD 149026 b,HD 149026,1,1,1,Radial Velocity,2005,Subaru Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.87589000,0.00000200,-0.00000200,0,,,,,8.295,0.224,-0.224,0,0.740,0.020,-0.020,0,120.77540,19.06980,-19.06980,0,0.38000,0.06000,-0.06000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6179.00,15.00,-15.00,0,1.41,0.03,-0.03,0,1.42,0.33,-0.33,0,0.320,,,0,[Fe/H],4.37,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643000,0.1740000,-0.1733000,8.1500000,0.0300000,-0.0300000,6.8190000,0.0170000,-0.0170000,8.0141600,0.0003820,-0.0003820,2018-04-25,2017-03,2018-04-26
HD 149026 b,HD 149026,0,1,1,Radial Velocity,2005,Subaru Telescope,Published Confirmed,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,,,,,,,,,,,,,,,,,102.97692,3.49613,-3.49613,0,0.32400,0.01100,-0.01100,0,Mass,0.002800,0.019000,-0.002400,0,,,,,,,,,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,,,,,,,,,,1.34,0.02,-0.02,0,0.240,0.070,-0.070,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643000,0.1740000,-0.1733000,8.1500000,0.0300000,-0.0300000,6.8190000,0.0170000,-0.0170000,8.0141600,0.0003820,-0.0003820,2018-04-25,2014-04,2015-10-15
HD 149806 b,HD 149806,1,1,1,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,16521.52777877,6426.22917997,-3696.60572824,0,12.278296,3.229269,-1.929857,0,,,,,,,,,3878.07724,981.65531,-758.64306,0,12.20180,3.08863,-2.38696,0,Mass,0.357139,0.162447,-0.236219,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.93,0.12,-0.12,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h37m08.52s,249.2855187,+00d15m16.85s,0.2546794,20.2727000,0.0179000,-0.0179000,7.0830800,0.0230000,-0.0230000,5.1830000,0.0240000,-0.0240000,6.8680700,0.0001680,-0.0001680,2022-09-19,2022-09,2022-09-19
